id,sample,primary_ent,primary_qid,primary_link,secondary_ent,secondary_qid,secondary_link,tertiary_ent,tertiary_qid,tertiary_link,notes
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.",ENGINE,Q743004,https://www.wikidata.org/wiki/Q743004,,,,,,,
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.",PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.",FIELD,Q188869,https://www.wikidata.org/wiki/Q188869,,,,,,,
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.",WATER IN FUEL,,,WATER,Q283,https://www.wikidata.org/wiki/Q283,,,,
19791128035159A,"PILOT LANDED TO WAIT OUT RAIN SHOWER. ON CLIMBOUT, ENGINE RAN ROUGH. PILOT LANDED IN FIELD. CLAIMS WATER IN FUEL.",FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",TAKEOFF,Q854248,https://www.wikidata.org/wiki/Q854248,,,,,,,
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",ROTATION,Q7370303,https://www.wikidata.org/wiki/Q7370303,,,,,,,
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",SEAT,Q2207370,https://www.wikidata.org/wiki/Q2207370,,,,,,,
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","MARCH 14, 1995",Q69300510,https://www.wikidata.org/wiki/Q69300510,,,,,,,
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","N7016M, AN AMATEUR BUILT AIRCRAFT",Q2995267,https://www.wikidata.org/wiki/Q2995267,AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",N7016M,,,,,,,,,
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",AMATEUR BUILT AIRCRAFT,Q2995267,https://www.wikidata.org/wiki/Q2995267,AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",EMERGENCY OFF AIRPORT LANDING,Q1074121,https://www.wikidata.org/wiki/Q1074121,LANDING,Q844947,https://www.wikidata.org/wiki/Q844947,,,,
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",AIRPORT,Q1248784,https://www.wikidata.org/wiki/Q1248784,,,,,,,
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING,,,FUEL EXHAUSTION,Q5507172,https://www.wikidata.org/wiki/Q5507172,,,,
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.,FUEL SIPHONING,,,SIPHONING,Q1550470,https://www.wikidata.org/wiki/Q1550470,,,,
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.,IMPROPERLY SECURED VENT CAP,,,VENT CAP,,,CAP,Q2488579,https://www.wikidata.org/wiki/Q2488579,
19800804037399A,EARLY FUEL EXHAUSTION FROM FUEL SIPHONING FROM IMPROPERLY SECURED VENT CAP. OVERSHOT EMERGENCY LANDING AREA.,EMERGENCY LANDING AREA,Q122195985,https://www.wikidata.org/wiki/Q122195985,LANDING AREA,Q11821624,https://www.wikidata.org/wiki/Q11821624,,,,
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.,TAXIING AIRCRAFT,,,AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.,PARKED AIRCRAFT,,,AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,
19780402008409I,TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT. FOUND WORN OUT & INEFFECTIVE BRAKES AS CAUSE.,WORN OUT & INEFFECTIVE BRAKES,,,BRAKES,Q1534839,https://www.wikidata.org/wiki/Q1534839,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,ENGINE START,,,,,,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,ENGINE,Q743004,https://www.wikidata.org/wiki/Q743004,,,,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,PILOTS SEAT,,,SEAT,Q2207370,https://www.wikidata.org/wiki/Q2207370,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,PILOTS,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,THROTTLE,Q961356,https://www.wikidata.org/wiki/Q961356,,,,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE.,PARKED PLANE,,,PLANE,Q197,https://www.wikidata.org/wiki/Q197,,,,
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.,LIFTOFF,Q854248,https://www.wikidata.org/wiki/Q854248,,,,,,,
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.,PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.,RIGHT FUEL CAP,Q123205535,https://www.wikidata.org/wiki/Q123205535,,,,,,,
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.,RUNWAY,Q184590,https://www.wikidata.org/wiki/Q184590,,,,,,,
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.,RUNWAY,Q184590,https://www.wikidata.org/wiki/Q184590,,,,,,,
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BARTLESVILLE MUNICIPAL AIRPORT (BVO),Q14708401,https://www.wikidata.org/wiki/Q14708401,AIRPORT,Q1248784,https://www.wikidata.org/wiki/Q1248784,,,,
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BVO,Q14708401,https://www.wikidata.org/wiki/Q14708401,,,,,,,
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",BARTLESVILLE,Q809450,https://www.wikidata.org/wiki/Q809450,,,,,,,
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",OK,Q1649,https://www.wikidata.org/wiki/Q1649,,,,,,,
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL",1147 AM LOCAL TIME,Q55811151,https://www.wikidata.org/wiki/Q55811151,1147 AM,Q55811151,https://www.wikidata.org/wiki/Q55811151,,,,
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.,PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.,RUNWAY,Q184590,https://www.wikidata.org/wiki/Q184590,,,,,,,
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.,REMAINING BRAKE,,,BRAKE,Q1534839,https://www.wikidata.org/wiki/Q1534839,,,,
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.,WHEELS,Q446,https://www.wikidata.org/wiki/Q446,,,,,,,
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.,SEVERAL TOUCH AND GO LANDINGS,,,TOUCH AND GO LANDINGS,Q19803,https://www.wikidata.org/wiki/Q19803,LANDINGS,Q844947,https://www.wikidata.org/wiki/Q844947,
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.,SNOW PACKED IN THE WHEEL PANTS,,,SNOW,Q7561,https://www.wikidata.org/wiki/Q7561,,,,
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.,WHEEL,Q446,https://www.wikidata.org/wiki/Q446,,,,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,POWER,Q25342,https://www.wikidata.org/wiki/Q25342,,,,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,FLOATS,Q3373295,https://www.wikidata.org/wiki/Q3373295,,,,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,LONGERON,Q1662372,https://www.wikidata.org/wiki/Q1662372,,,,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,WATER IN FUEL,,,WATER,Q283,https://www.wikidata.org/wiki/Q283,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,WATER IN SUMP,,,WATER,Q283,https://www.wikidata.org/wiki/Q283,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,SUMP,Q1592793,https://www.wikidata.org/wiki/Q1592793,,,,,,,
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",NORMAL TOUCHDOWN,,,TOUCHDOWN,Q844947,https://www.wikidata.org/wiki/Q844947,,,,
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",RUNWAY,Q184590,https://www.wikidata.org/wiki/Q184590,,,,,,,
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.,ENGINE COWLING,Q1138219,https://www.wikidata.org/wiki/Q1138219,COWLING,Q1138219,https://www.wikidata.org/wiki/Q1138219,,,,
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.,ENGINE,Q743004,https://www.wikidata.org/wiki/Q743004,,,,,,,
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.,FLIGHT,Q15921555,https://www.wikidata.org/wiki/Q15921555,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",NOTH PLATTE,Q989960,https://www.wikidata.org/wiki/Q989960,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",NE,Q1553,https://www.wikidata.org/wiki/Q1553,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",IOWA CITY,Q487977,https://www.wikidata.org/wiki/Q487977,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",IA,Q1546,https://www.wikidata.org/wiki/Q1546,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",487 STATUTE MILES,,,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",POWER,Q25342,https://www.wikidata.org/wiki/Q25342,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",NEAR GRINNELL,,,,,,,,,
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL",GRINNELL,Q1903250,https://www.wikidata.org/wiki/Q1903250,,,,,,,
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,TIE DOWN STRAP ACROSS LEFT SKID,,,TIE DOWN STRAP,Q1277336,https://www.wikidata.org/wiki/Q1277336,STRAP,Q3217573,https://www.wikidata.org/wiki/Q3217573,
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,LEFT SKID,,,,,,,,,
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.,TRAILER,Q216146,https://www.wikidata.org/wiki/Q216146,,,,,,,
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,PILOT IN COMMAND (PIC),Q1146304,https://www.wikidata.org/wiki/Q1146304,PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,PIC,Q1146304,https://www.wikidata.org/wiki/Q1146304,,,,,,,
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,ALL FUEL TANK CAPS,,,FUEL TANK CAPS,,,CAPS,Q2488579,https://www.wikidata.org/wiki/Q2488579,
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,DEPARTURE,Q21171241,https://www.wikidata.org/wiki/Q21171241,,,,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER,,,FUEL CONTAMINATION,,,CONTAMINATION,Q60528603,https://www.wikidata.org/wiki/Q60528603,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,AIRFRAME FUEL FILTER,,,FUEL FILTER,Q603491,https://www.wikidata.org/wiki/Q603491,FILTER,Q736556,https://www.wikidata.org/wiki/Q736556,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,AIRFRAME,Q222946,https://www.wikidata.org/wiki/Q222946,,,,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,FUEL FILTER,Q603491,https://www.wikidata.org/wiki/Q603491,FILTER,Q736556,https://www.wikidata.org/wiki/Q736556,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,ENGINE DRIVEN FUEL PUMP FILTER,,,FUEL PUMP FILTER,Q603491,https://www.wikidata.org/wiki/Q603491,FILTER,Q736556,https://www.wikidata.org/wiki/Q736556,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,ENGINE,Q743004,https://www.wikidata.org/wiki/Q743004,,,,,,,
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,DEMO FLIGHT,,,FLIGHT,Q15921555,https://www.wikidata.org/wiki/Q15921555,,,,"Several possiblities for ""demo flight"", we don't know which one"
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,CONNECTING ROD,,,ROD,Q111360956,https://www.wikidata.org/wiki/Q111360956,,,,
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,HYDRO LOCK IN NR5 CYL,,,HYDRO LOCK,,,LOCK,Q228039,https://www.wikidata.org/wiki/Q228039,
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,NR5 CYL,,,CYL,Q245656,https://www.wikidata.org/wiki/Q245656,,,,
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,STARTUP,,,,,,,,,
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,COUNTER WT,Q1324102,https://www.wikidata.org/wiki/Q1324102,WT,Q65088317,https://www.wikidata.org/wiki/Q65088317,,,,
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,PORP SHAFT,,,SHAFT,Q309383,https://www.wikidata.org/wiki/Q309383,,,,
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED. PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED. PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.",N106DA,,,,,,,,,
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED. PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.",PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
