id,sample,primary_ent,primary_qid,primary_link,secondary_ent,secondary_qid,secondary_link,tertiary_ent,tertiary_qid,tertiary_link,notes
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED. PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.",BRAKE PROBLEMS ON THE AIRCRAFT,,,BRAKE PROBLEMS,,,PROBLEMS,Q621184,https://www.wikidata.org/wiki/Q621184,
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED. PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.",BRAKE,Q1534839,https://www.wikidata.org/wiki/Q1534839,,,,,,,
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED. PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","N759TY, CE-182",Q686708,https://www.wikidata.org/wiki/Q686708,CE-182,Q686708,https://www.wikidata.org/wiki/Q686708,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",N759TY,,,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",CE-182,Q686708,https://www.wikidata.org/wiki/Q686708,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",HOT SPRINGS,Q79924,https://www.wikidata.org/wiki/Q79924,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",ARKANSAS,Q1612,https://www.wikidata.org/wiki/Q1612,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",FAYETTEVILLE,Q588257,https://www.wikidata.org/wiki/Q588257,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",TENNESSEE,Q1509,https://www.wikidata.org/wiki/Q1509,,,,,,,
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",AIRCRAFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.,CLIMBOUT,Q1499786,https://www.wikidata.org/wiki/Q1499786,,,,,,,
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.,NOSE BAGGAGE DOOR,,,BAGGAGE DOOR,,,DOOR,Q36794,https://www.wikidata.org/wiki/Q36794,
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.,REDUCED POWER,,,POWER,Q25342,https://www.wikidata.org/wiki/Q25342,,,,
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.,OCEAN,Q9430,https://www.wikidata.org/wiki/Q9430,,,,,,,
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.,TEST FLIGHT FROM STORAGE,,,TEST FLIGHT,Q15921693,https://www.wikidata.org/wiki/Q15921693,,,,
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,ELEVATOR CONTROL,,,,,,,,,
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,HARNESS,Q333518,https://www.wikidata.org/wiki/Q333518,,,,,,,
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,ELEVATOR CABLE,,,,,,,,,
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,STICK BOOT,,,,,,,,,
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,FLOOR,Q217164,https://www.wikidata.org/wiki/Q217164,,,,,,,
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,FIELD,Q188869,https://www.wikidata.org/wiki/Q188869,,,,,,,
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.,POWER,Q25342,https://www.wikidata.org/wiki/Q25342,,,,,,,
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.,PRIVATE STRIP,,,STRIP,Q184590,https://www.wikidata.org/wiki/Q184590,,,,
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.,LEFT FUEL CAP,,,FUEL CAP,,,CAP,Q2488579,https://www.wikidata.org/wiki/Q2488579,
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.,ACFT DISPATCHER,,,DISPATCHER,Q570755,https://www.wikidata.org/wiki/Q570755,,,,
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.,ACFT,Q11436,https://www.wikidata.org/wiki/Q11436,,,,,,,
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.,PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.,PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.,TIEDROPE,Q1277336,https://www.wikidata.org/wiki/Q1277336,,,,,,,
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",HELICOPTER,Q34486,https://www.wikidata.org/wiki/Q34486,,,,,,,
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",HELIPAD,Q534159,https://www.wikidata.org/wiki/Q534159,,,,,,,
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",RPM CONTROL,,,,,,,,,
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",FLY POSITION,,,POSITION,Q17334923,https://www.wikidata.org/wiki/Q17334923,,,,
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",TAKEOFF,Q854248,https://www.wikidata.org/wiki/Q854248,,,,,,,
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.","COPPER TUBE, USED TO HOLD AERIAL BANNERS",,,COPPER TUBE,,,TUBE,Q41551,https://www.wikidata.org/wiki/Q41551,
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.",AERIAL BANNERS,,,BANNERS,Q806880,https://www.wikidata.org/wiki/Q806880,,,,
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.",HOUSE,Q3947,https://www.wikidata.org/wiki/Q3947,,,,,,,
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.",LOCAL OPERATOR,,,OPERATOR,Q1970438,https://www.wikidata.org/wiki/Q1970438,,,,
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",MR. KADERA,,,,,,,,,
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",HIGHWAY 93,Q1427331,https://www.wikidata.org/wiki/Q1427331,,,,,,,
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA","THREE MILES EAST OF SUNMER, IOWA",,,,,,,,,
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",THREE MILES,,,,,,,,,
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",SUNMER,Q2239973,https://www.wikidata.org/wiki/Q2239973,,,,,,,
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",IOWA,Q1546,https://www.wikidata.org/wiki/Q1546,,,,,,,
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","SEPTEMBER 23, 1999",Q69302922,https://www.wikidata.org/wiki/Q69302922,,,,,,,
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",1900 HOURS PACIFIC DAYLIGHT TIME,,,1900 HOURS,Q55812019,https://www.wikidata.org/wiki/Q55812019,1900,Q55812019,https://www.wikidata.org/wiki/Q55812019,
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","A HOMEBUILT CIERNIA GLASAIR III, N153JC",,,GLASAIR III,Q16975140,https://www.wikidata.org/wiki/Q16975140,,,,
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",HOMEBUILT CIERNIA GLASAIR III,,,GLASAIR III,Q16975140,https://www.wikidata.org/wiki/Q16975140,,,,
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",CIERNIA,,,,,,,,,
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",N153JC,,,,,,,,,
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,NOSE BAGGAGE CARGO,,,CARGO,Q319224,https://www.wikidata.org/wiki/Q319224,,,,
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,WOODEN WHEEL CHOCK,,,WHEEL CHOCK,Q458789,https://www.wikidata.org/wiki/Q458789,,,,
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,FLIGHT,Q15921555,https://www.wikidata.org/wiki/Q15921555,,,,,,,
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,NOSE LANDING GEAR,,,LANDING GEAR,Q263421,https://www.wikidata.org/wiki/Q263421,GEAR,Q263421,https://www.wikidata.org/wiki/Q263421,
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",EXPLOSION,Q179057,https://www.wikidata.org/wiki/Q179057,,,,,,,
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",LOGS,Q3737064,https://www.wikidata.org/wiki/Q3737064,,,,,,,
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",COMPRESSOR STALL,Q1938452,https://www.wikidata.org/wiki/Q1938452,,,,,,,
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",NR1 ENGINE,,,,,,,,,
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",LOGS,Q3737064,https://www.wikidata.org/wiki/Q3737064,,,,,,,
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",SE PROCEDURES,,,,,,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT","FEBRUARY 19, 2000",Q69303157,https://www.wikidata.org/wiki/Q69303157,,,,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",1825 EASTERN STANDARD TIME,,,1825,Q55813033,https://www.wikidata.org/wiki/Q55813033,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT","BEECH 1900D, N81SK",Q17489495,https://www.wikidata.org/wiki/Q17489495,,,,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",BEECH 1900D,Q17489495,https://www.wikidata.org/wiki/Q17489495,,,,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",BEECH,Q634227,https://www.wikidata.org/wiki/Q634227,,,,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",N81SK,,,,,,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",SKYWAY AIRLINE FLIGHT,,,FLIGHT,Q15921555,https://www.wikidata.org/wiki/Q15921555,,,,
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",SKYWAY AIRLINE,Q2293467,https://www.wikidata.org/wiki/Q2293467,,,,,,,
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.,LANDING,Q844947,https://www.wikidata.org/wiki/Q844947,,,,,,,
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.,TAILWHEEL,Q126122596,https://www.wikidata.org/wiki/Q126122596,,,,,,,
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,ENGINE,Q743004,https://www.wikidata.org/wiki/Q743004,,,,,,,
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,INITIAL CLIMBOUT,,,CLIMBOUT,Q1499786,https://www.wikidata.org/wiki/Q1499786,,,,
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,SELECTED FUEL TANK,,,FUEL TANK,Q1411232,https://www.wikidata.org/wiki/Q1411232,TANK,Q1047832,https://www.wikidata.org/wiki/Q1047832,
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,TRIP,Q778483,https://www.wikidata.org/wiki/Q778483,,,,,,,
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,FUEL,Q5361665,https://www.wikidata.org/wiki/Q5361665,,,,,,,
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,WITNESSES,Q196939,https://www.wikidata.org/wiki/Q196939,,,,,,,
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,DEPARTURE FROM A GRASS RUNWAY,,,DEPARTURE,Q21171241,https://www.wikidata.org/wiki/Q21171241,,,,
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,GRASS RUNWAY,,,RUNWAY,Q184590,https://www.wikidata.org/wiki/Q184590,,,,
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,AIRPLANE,Q197,https://www.wikidata.org/wiki/Q197,,,,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,LOUD POP ON TAKEOFF ROLL,,,,,,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,TAKEOFF ROLL,Q21026829,https://www.wikidata.org/wiki/Q21026829,TAKEOFF,Q854248,https://www.wikidata.org/wiki/Q854248,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,RUDDER CONTROL,,,CONTROL,Q29017603,https://www.wikidata.org/wiki/Q29017603,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,RUDDER,Q209760,https://www.wikidata.org/wiki/Q209760,,,,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,RWY,Q184590,https://www.wikidata.org/wiki/Q184590,,,,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,CORNFIELD,Q1735182,https://www.wikidata.org/wiki/Q1735182,,,,,,,
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,TAILWHEEL,Q126122596,https://www.wikidata.org/wiki/Q126122596,,,,,,,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",CANOPY,Q2736751,https://www.wikidata.org/wiki/Q2736751,,,,,,,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",CLIMBOUT,Q1499786,https://www.wikidata.org/wiki/Q1499786,,,,,,,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",UNCONTROLLED GROUND COLLISION,,,GROUND COLLISION,Q116673853,https://www.wikidata.org/wiki/Q116673853,COLLISION,Q238053,https://www.wikidata.org/wiki/Q238053,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",GROUND,Q1349417,https://www.wikidata.org/wiki/Q1349417,,,,,,,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",NO DEFECTS,,,DEFECTS,Q1138598,https://www.wikidata.org/wiki/Q1138598,,,,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",PILOT ERROR,Q3057459,https://www.wikidata.org/wiki/Q3057459,ERROR,Q29485,https://www.wikidata.org/wiki/Q29485,,,,
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.",PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,PILOT,Q2095549,https://www.wikidata.org/wiki/Q2095549,,,,,,,
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,OIL FILLER CAP,,,CAP,Q2488579,https://www.wikidata.org/wiki/Q2488579,,,,
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,OIL,Q42962,https://www.wikidata.org/wiki/Q42962,,,,,,,
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,OIL,Q42962,https://www.wikidata.org/wiki/Q42962,,,,,,,
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE,ENGINE,Q743004,https://www.wikidata.org/wiki/Q743004,,,,,,,